nom,age,langue,genre,nombre_enfant,titre,salaire
Rebeca,56.0,anglais,Feminin,3,Independant,444426.0
Robert,95.0,Allemand,Masculin,2,Fonctionaire,440262.0
Cisse,87.0,Espagnol,Feminin,3,Retraite,820870.0
Cisse,33.0,francais,Feminin,6,Retraite,505884.0
Cisse,45.0,arabe,Masculin,1,Retraite,207080.0
James,80.0,Espagnol,Masculin,5,Fonctionaire,580904.0
Moussa,87.0,francais,Masculin,5,Fonctionaire,93902.0
Haroun,48.0,Espagnol,Feminin,7,Cadre superieur,663545.0
Fatima,56.0,Allemand,Masculin,2,Independant,800803.0
Yussef,32.0,anglais,Feminin,4,Retraite,
George,82.0,Russe,Masculin,5,Retraite,275644.0
Cisse,87.0,francais,Masculin,6,Fonctionaire,586889.0
Ali,30.0,arabe,Masculin,3,Fonctionaire,647774.0
Cisse,44.0,anglais,Masculin,6,Independant,693295.0
Diop,76.0,chinois,Masculin,1,Fonctionaire,642268.0
Moussa,73.0,Espagnol,Masculin,7,Cadre superieur,207113.0
James,66.0,chinois,Masculin,0,Independant,253638.0
Cisse,96.0,francais,Masculin,3,Independant,190949.0
James,43.0,Espagnol,Masculin,0,Fonctionaire,177111.0
Eric,37.0,Russe,Masculin,6,Independant,870264.0
Rebeca,31.0,francais,Feminin,6,Fonctionaire,895493.0
Yussef,51.0,francais,Feminin,5,Cadre superieur,500167.0
Sherif,37.0,arabe,Masculin,5,Retraite,596260.0
George,72.0,francais,Masculin,0,Fonctionaire,787821.0
Yussef,34.0,anglais,Masculin,0,Fonctionaire,149886.0
Sherif,38.0,chinois,Masculin,7,Retraite,690491.0
Sherif,75.0,anglais,Feminin,5,Independant,162215.0
Ali,79.0,Allemand,Feminin,3,Independant,841931.0
Haroun,58.0,chinois,Feminin,6,Cadre superieur,540218.0
Cisse,39.0,chinois,Masculin,4,Cadre superieur,850638.0
Rebeca,46.0,chinois,Feminin,6,Retraite,449824.0
Yussef,84.0,arabe,Feminin,4,Independant,113028.0
George,75.0,Allemand,Masculin,4,Cadre superieur,837894.0
Yussef,60.0,arabe,Feminin,7,Fonctionaire,459945.0
Robert,70.0,Russe,Masculin,5,Retraite,766390.0
Robert,37.0,francais,Feminin,0,Independant,689800.0
Abakar,36.0,Espagnol,Feminin,0,Retraite,508024.0
George,94.0,francais,Masculin,7,Cadre superieur,767482.0
Haroun,76.0,francais,Masculin,0,Independant,427567.0
Moussa,66.0,arabe,Masculin,1,Fonctionaire,528922.0
Moussa,30.0,Espagnol,Feminin,1,Retraite,794759.0
Diop,92.0,arabe,Masculin,0,Independant,367993.0
Diop,88.0,Russe,Feminin,3,Cadre superieur,641540.0
Fatima,83.0,Russe,Masculin,5,Independant,229052.0
Robert,62.0,Allemand,Feminin,3,Fonctionaire,193744.0
Abakar,76.0,Russe,Feminin,2,Retraite,107920.0
Cisse,89.0,Espagnol,Feminin,3,Retraite,526703.0
George,84.0,anglais,Feminin,3,Cadre superieur,241770.0
Eric,92.0,arabe,Feminin,0,Independant,157798.0
Rebeca,93.0,Russe,Feminin,0,Fonctionaire,775006.0
Moussa,35.0,arabe,Feminin,3,Independant,314810.0
Yussef,33.0,Espagnol,Feminin,1,Cadre superieur,818358.0
James,37.0,arabe,Masculin,0,Retraite,518038.0
Rebeca,33.0,Allemand,Masculin,2,Retraite,679323.0
Yussef,67.0,arabe,Feminin,2,Fonctionaire,220725.0
George,49.0,arabe,Feminin,0,Fonctionaire,345243.0
James,87.0,Espagnol,Feminin,1,Independant,434278.0
Cisse,69.0,anglais,Feminin,2,Independant,80946.0
Ali,46.0,francais,Feminin,2,Independant,410444.0
Ali,79.0,Russe,Feminin,3,Fonctionaire,301591.0
Haroun,76.0,Espagnol,Masculin,6,Fonctionaire,466649.0
Diop,68.0,francais,Masculin,0,Cadre superieur,296126.0
Yussef,38.0,Espagnol,Masculin,3,Fonctionaire,193744.0
Diop,76.0,Russe,Feminin,1,Retraite,851344.0
Moussa,97.0,anglais,Feminin,6,Cadre superieur,670921.0
Fatima,67.0,francais,Feminin,2,Independant,895354.0
Abakar,75.0,chinois,Feminin,3,Retraite,596111.0
Yussef,50.0,Espagnol,Feminin,7,Independant,800210.0
Diop,72.0,arabe,Feminin,5,Fonctionaire,269314.0
Haroun,78.0,anglais,Masculin,1,Retraite,696586.0
Rebeca,60.0,Allemand,Feminin,7,Cadre superieur,
George,73.0,arabe,Masculin,7,Retraite,564809.0
Cisse,65.0,arabe,Masculin,6,Retraite,296432.0
Fatima,71.0,Russe,Masculin,4,Cadre superieur,488433.0
Abakar,94.0,francais,Feminin,3,Independant,471394.0
Abakar,50.0,Russe,Masculin,0,Independant,192737.0
Diop,50.0,Espagnol,Feminin,1,Retraite,509734.0
Moussa,61.0,Allemand,Feminin,3,Independant,883885.0
Robert,49.0,Russe,Feminin,0,Independant,186345.0
Cisse,28.0,arabe,Masculin,7,Cadre superieur,605169.0
Moussa,39.0,chinois,Feminin,0,Retraite,800778.0
Abakar,90.0,Allemand,Masculin,3,Cadre superieur,
Fatima,87.0,arabe,Masculin,4,Fonctionaire,732619.0
Robert,46.0,Allemand,Masculin,0,Cadre superieur,405564.0
Moussa,34.0,Russe,Feminin,0,Independant,775335.0
Robert,81.0,Espagnol,Feminin,1,Retraite,858605.0
James,79.0,Russe,Feminin,3,Independant,157919.0
Diop,30.0,Russe,Masculin,1,Cadre superieur,653095.0
Ali,73.0,anglais,Feminin,6,Fonctionaire,470654.0
George,87.0,Allemand,Masculin,3,Independant,419199.0
Ali,65.0,anglais,Feminin,2,Fonctionaire,99736.0
Fatima,48.0,anglais,Feminin,0,Cadre superieur,438117.0
Sherif,78.0,Russe,Masculin,3,Retraite,553251.0
Fatima,78.0,arabe,Masculin,1,Retraite,136192.0
Yussef,91.0,anglais,Masculin,4,Fonctionaire,93999.0
Yussef,45.0,chinois,Feminin,3,Independant,180904.0
Abakar,91.0,arabe,Feminin,3,Independant,845314.0
George,41.0,Espagnol,Masculin,6,Independant,95156.0
Ali,43.0,arabe,Feminin,0,Independant,402870.0
Moussa,37.0,Russe,Feminin,6,Cadre superieur,444682.0
George,38.0,francais,Masculin,2,Retraite,260256.0
Ali,65.0,arabe,Masculin,3,Fonctionaire,
George,68.0,Russe,Feminin,2,Independant,536549.0
Ali,74.0,anglais,Masculin,1,Cadre superieur,350919.0
George,93.0,chinois,Feminin,5,Independant,470498.0
Eric,80.0,Espagnol,Masculin,0,Cadre superieur,546675.0
Diop,28.0,Allemand,Masculin,2,Cadre superieur,256477.0
Eric,30.0,chinois,Masculin,3,Fonctionaire,648177.0
Eric,79.0,francais,Masculin,0,Cadre superieur,309494.0
Cisse,31.0,anglais,Feminin,3,Cadre superieur,585379.0
Eric,91.0,chinois,Feminin,7,Fonctionaire,292742.0
Haroun,52.0,Espagnol,Feminin,1,Cadre superieur,265156.0
James,28.0,arabe,Masculin,3,Cadre superieur,795593.0
Robert,48.0,Russe,Feminin,0,Cadre superieur,832046.0
Robert,74.0,Allemand,Masculin,3,Cadre superieur,679606.0
Haroun,69.0,anglais,Feminin,6,Retraite,169750.0
George,91.0,chinois,Masculin,5,Fonctionaire,522187.0
Robert,64.0,francais,Feminin,6,Cadre superieur,702924.0
Robert,63.0,Espagnol,Masculin,6,Cadre superieur,103604.0
Cisse,79.0,Allemand,Feminin,0,Independant,310022.0
Eric,30.0,anglais,Masculin,5,Independant,846298.0
Haroun,94.0,Allemand,Masculin,4,Fonctionaire,467380.0
Haroun,58.0,arabe,Masculin,0,Independant,96621.0
George,54.0,chinois,Feminin,3,Fonctionaire,133155.0
Eric,37.0,chinois,Masculin,1,Independant,
Eric,89.0,Russe,Masculin,2,Fonctionaire,120291.0
Haroun,34.0,Allemand,Masculin,6,Retraite,884910.0
Fatima,36.0,chinois,Masculin,2,Retraite,106370.0
Sherif,79.0,Espagnol,Masculin,5,Cadre superieur,477067.0
Yussef,77.0,Allemand,Feminin,0,Independant,133147.0
James,89.0,Russe,Masculin,0,Cadre superieur,638575.0
Abakar,91.0,chinois,Masculin,2,Independant,688581.0
Ali,67.0,francais,Masculin,4,Cadre superieur,586963.0
Haroun,37.0,arabe,Masculin,4,Independant,787501.0
Sherif,28.0,chinois,Masculin,6,Independant,605054.0
Yussef,42.0,Espagnol,Feminin,4,Cadre superieur,472838.0
Cisse,41.0,chinois,Masculin,6,Independant,
George,43.0,arabe,Masculin,3,Fonctionaire,349120.0
Rebeca,69.0,francais,Feminin,1,Independant,527669.0
Yussef,49.0,chinois,Feminin,5,Fonctionaire,251662.0
Sherif,39.0,arabe,Masculin,1,Retraite,243781.0
Rebeca,52.0,Espagnol,Masculin,3,Cadre superieur,334706.0
Robert,43.0,anglais,Feminin,1,Retraite,702163.0
Yussef,96.0,chinois,Feminin,7,Retraite,195733.0
Diop,83.0,anglais,Feminin,2,Cadre superieur,224395.0
Haroun,73.0,francais,Masculin,4,Fonctionaire,750356.0
James,49.0,Espagnol,Feminin,5,Independant,480538.0
Fatima,75.0,Espagnol,Feminin,2,Independant,837809.0
Cisse,71.0,Allemand,Masculin,1,Cadre superieur,609057.0
Rebeca,36.0,Espagnol,Feminin,2,Retraite,839236.0
Fatima,,arabe,Feminin,5,Cadre superieur,578391.0
Rebeca,32.0,Russe,Feminin,5,Fonctionaire,622037.0
George,47.0,Allemand,Masculin,6,Independant,820937.0
Robert,91.0,arabe,Feminin,5,Independant,400906.0
Haroun,59.0,francais,Masculin,3,Fonctionaire,351959.0
Ali,47.0,anglais,Feminin,2,Independant,483429.0
Yussef,94.0,francais,Masculin,5,Cadre superieur,672693.0
Yussef,29.0,Allemand,Feminin,5,Independant,
Diop,52.0,Espagnol,Feminin,7,Retraite,718996.0
James,90.0,francais,Masculin,5,Independant,171586.0
Diop,44.0,anglais,Feminin,3,Fonctionaire,521313.0
James,67.0,chinois,Masculin,4,Retraite,194135.0
Moussa,80.0,Russe,Masculin,6,Independant,523985.0
Eric,65.0,Allemand,Feminin,0,Cadre superieur,256108.0
Moussa,58.0,arabe,Masculin,0,Independant,303871.0
Robert,29.0,francais,Masculin,6,Fonctionaire,225944.0
George,57.0,Russe,Feminin,6,Fonctionaire,879339.0
Ali,57.0,Russe,Feminin,6,Fonctionaire,552043.0
Yussef,64.0,Allemand,Feminin,7,Retraite,590830.0
Fatima,95.0,Allemand,Feminin,5,Cadre superieur,827243.0
Fatima,74.0,Espagnol,Feminin,1,Independant,465629.0
George,34.0,arabe,Feminin,4,Retraite,81151.0
Eric,69.0,francais,Feminin,3,Retraite,846499.0
Abakar,44.0,Allemand,Feminin,2,Retraite,578536.0
Ali,69.0,francais,Masculin,3,Cadre superieur,674065.0
George,28.0,Espagnol,Feminin,6,Cadre superieur,88560.0
Eric,89.0,Russe,Masculin,2,Cadre superieur,226834.0
Yussef,66.0,anglais,Masculin,5,Fonctionaire,234923.0
Moussa,46.0,Allemand,Masculin,7,Cadre superieur,344843.0
James,48.0,Russe,Feminin,3,Independant,450476.0
Diop,54.0,chinois,Masculin,5,Cadre superieur,576104.0
Rebeca,44.0,chinois,Feminin,6,Cadre superieur,466850.0
Cisse,63.0,anglais,Masculin,7,Independant,428723.0
Sherif,68.0,francais,Masculin,0,Fonctionaire,124368.0
Sherif,30.0,arabe,Masculin,7,Cadre superieur,399702.0
Diop,63.0,anglais,Masculin,2,Retraite,144413.0
James,83.0,arabe,Masculin,0,Independant,127616.0
Sherif,95.0,Espagnol,Masculin,7,Independant,295595.0
Cisse,41.0,Russe,Masculin,0,Fonctionaire,106978.0
Eric,86.0,anglais,Feminin,7,Fonctionaire,430400.0
Moussa,93.0,Espagnol,Masculin,6,Independant,803527.0
Fatima,34.0,arabe,Masculin,5,Fonctionaire,211534.0
Abakar,90.0,francais,Feminin,7,Retraite,713897.0
Yussef,91.0,Allemand,Masculin,4,Retraite,121496.0
Diop,48.0,Allemand,Masculin,3,Independant,598798.0
Moussa,86.0,Russe,Masculin,6,Fonctionaire,436321.0
Eric,67.0,Allemand,Masculin,2,Cadre superieur,516103.0
Moussa,88.0,chinois,Masculin,2,Cadre superieur,661417.0
Robert,62.0,Russe,Masculin,6,Cadre superieur,341814.0
Haroun,81.0,Espagnol,Feminin,0,Independant,684421.0
Fatima,78.0,Espagnol,Feminin,2,Independant,247314.0
Sherif,66.0,chinois,Masculin,1,Cadre superieur,102513.0
Sherif,45.0,chinois,Feminin,3,Independant,188101.0
Sherif,83.0,Russe,Masculin,0,Fonctionaire,397668.0
Fatima,92.0,Russe,Feminin,3,Fonctionaire,518612.0
Fatima,62.0,Russe,Feminin,3,Cadre superieur,384365.0
Sherif,42.0,francais,Masculin,3,Cadre superieur,206486.0
Fatima,80.0,anglais,Masculin,3,Independant,235140.0
Sherif,61.0,arabe,Feminin,2,Retraite,199120.0
James,82.0,chinois,Feminin,4,Independant,368557.0
Cisse,37.0,chinois,Feminin,5,Independant,448664.0
Haroun,78.0,Allemand,Masculin,6,Fonctionaire,838785.0
Yussef,47.0,Russe,Feminin,4,Cadre superieur,776456.0
George,64.0,chinois,Masculin,1,Cadre superieur,639347.0
Rebeca,89.0,Russe,Masculin,7,Cadre superieur,176054.0
Rebeca,95.0,Espagnol,Masculin,0,Independant,174511.0
George,92.0,francais,Masculin,5,Cadre superieur,795125.0
Rebeca,29.0,anglais,Feminin,0,Cadre superieur,710129.0
Yussef,57.0,francais,Masculin,6,Cadre superieur,650278.0
James,88.0,chinois,Feminin,2,Retraite,483416.0
George,61.0,chinois,Feminin,2,Retraite,97572.0
Cisse,64.0,arabe,Feminin,2,Independant,107312.0
Diop,71.0,anglais,Feminin,2,Fonctionaire,116270.0
Diop,68.0,Russe,Feminin,5,Retraite,467214.0
Sherif,64.0,arabe,Feminin,3,Cadre superieur,551512.0
Robert,39.0,arabe,Feminin,2,Fonctionaire,766732.0
Fatima,67.0,chinois,Masculin,0,Fonctionaire,299543.0
Fatima,36.0,Allemand,Masculin,1,Cadre superieur,862723.0
Ali,67.0,anglais,Feminin,6,Cadre superieur,92119.0
Eric,93.0,Espagnol,Feminin,7,Independant,514716.0
Diop,40.0,chinois,Masculin,3,Independant,111386.0
Robert,68.0,Russe,Feminin,5,Cadre superieur,804172.0
Cisse,86.0,anglais,Masculin,6,Fonctionaire,238176.0
George,81.0,chinois,Masculin,7,Retraite,853095.0
Ali,48.0,Allemand,Masculin,2,Fonctionaire,626360.0
Ali,71.0,Allemand,Masculin,2,Cadre superieur,
Sherif,48.0,Espagnol,Masculin,2,Retraite,716283.0
George,72.0,chinois,Feminin,0,Cadre superieur,558492.0
Rebeca,74.0,Allemand,Feminin,3,Independant,879520.0
Moussa,92.0,chinois,Masculin,0,Independant,774521.0
Rebeca,32.0,chinois,Feminin,5,Independant,459366.0
Cisse,87.0,Espagnol,Feminin,6,Fonctionaire,319355.0
Abakar,48.0,Allemand,Masculin,4,Fonctionaire,229682.0
James,63.0,Allemand,Feminin,3,Independant,843103.0
Abakar,49.0,chinois,Masculin,6,Independant,786124.0
Sherif,81.0,Allemand,Masculin,7,Independant,743563.0
Cisse,47.0,Allemand,Feminin,3,Independant,111060.0
Rebeca,36.0,Allemand,Masculin,3,Cadre superieur,668595.0
Moussa,52.0,francais,Masculin,6,Cadre superieur,166147.0
James,87.0,Russe,Masculin,3,Fonctionaire,86860.0
Fatima,29.0,Russe,Feminin,0,Independant,88946.0
Diop,55.0,Espagnol,Masculin,7,Retraite,862876.0
Fatima,93.0,Espagnol,Feminin,3,Independant,496928.0
Ali,28.0,francais,Masculin,7,Independant,120328.0
Eric,88.0,arabe,Feminin,5,Cadre superieur,686104.0
Robert,41.0,chinois,Masculin,5,Independant,762195.0
Abakar,70.0,Allemand,Masculin,4,Retraite,590492.0
James,38.0,francais,Masculin,3,Retraite,323779.0
Yussef,60.0,Russe,Masculin,7,Retraite,535721.0
Rebeca,92.0,Allemand,Feminin,3,Cadre superieur,434411.0
Eric,29.0,Espagnol,Masculin,3,Independant,681441.0
Abakar,85.0,chinois,Masculin,7,Cadre superieur,623560.0
Moussa,74.0,arabe,Feminin,0,Retraite,242320.0
Fatima,42.0,anglais,Masculin,2,Independant,792044.0
Yussef,89.0,chinois,Masculin,6,Cadre superieur,92417.0
Rebeca,52.0,arabe,Feminin,5,Fonctionaire,541952.0
James,48.0,Allemand,Feminin,4,Cadre superieur,254709.0
Fatima,39.0,arabe,Feminin,0,Cadre superieur,376342.0
Yussef,47.0,Espagnol,Masculin,0,Independant,362900.0
Eric,42.0,Espagnol,Masculin,0,Fonctionaire,
George,96.0,Allemand,Feminin,5,Independant,297397.0
Ali,67.0,Allemand,Masculin,7,Cadre superieur,333208.0
Haroun,35.0,chinois,Masculin,7,Independant,251908.0
Haroun,52.0,Allemand,Feminin,3,Cadre superieur,716484.0
Yussef,46.0,Russe,Masculin,2,Fonctionaire,420301.0
Ali,96.0,Allemand,Masculin,7,Fonctionaire,331363.0
George,46.0,francais,Masculin,7,Retraite,232205.0
James,70.0,francais,Feminin,7,Fonctionaire,721001.0
Robert,37.0,Espagnol,Feminin,0,Cadre superieur,451865.0
Robert,80.0,anglais,Masculin,7,Fonctionaire,332939.0
Haroun,46.0,chinois,Masculin,6,Fonctionaire,711547.0
Yussef,60.0,Allemand,Masculin,3,Fonctionaire,446567.0
Cisse,38.0,francais,Masculin,4,Independant,228785.0
George,81.0,francais,Feminin,0,Independant,107534.0
Diop,50.0,anglais,Feminin,3,Cadre superieur,836643.0
Cisse,46.0,Russe,Feminin,3,Fonctionaire,576142.0
Diop,33.0,Russe,Feminin,5,Fonctionaire,282889.0
George,41.0,francais,Feminin,0,Cadre superieur,470690.0
Robert,47.0,Allemand,Feminin,6,Independant,433639.0
George,39.0,chinois,Masculin,3,Cadre superieur,886154.0
Abakar,82.0,arabe,Feminin,1,Independant,254328.0
George,37.0,Espagnol,Feminin,2,Retraite,686833.0
Moussa,59.0,arabe,Masculin,0,Fonctionaire,635870.0
Rebeca,94.0,francais,Feminin,0,Independant,688066.0
Moussa,53.0,anglais,Feminin,3,Fonctionaire,531600.0
Ali,40.0,chinois,Masculin,5,Retraite,507386.0
Haroun,72.0,arabe,Masculin,4,Retraite,828986.0
Abakar,78.0,Russe,Feminin,2,Cadre superieur,713697.0
Rebeca,91.0,chinois,Feminin,5,Retraite,687526.0
Eric,29.0,arabe,Feminin,0,Cadre superieur,444020.0
Ali,79.0,francais,Feminin,6,Independant,670631.0
Haroun,77.0,Russe,Masculin,6,Fonctionaire,288259.0
George,71.0,Russe,Feminin,6,Independant,356290.0
Cisse,41.0,Allemand,Feminin,1,Cadre superieur,413406.0
Haroun,46.0,arabe,Masculin,0,Independant,175959.0
Moussa,29.0,francais,Feminin,3,Retraite,86525.0
Eric,67.0,Russe,Feminin,5,Fonctionaire,887886.0
Rebeca,58.0,Espagnol,Masculin,3,Retraite,610899.0
Fatima,87.0,chinois,Feminin,4,Independant,797358.0
Moussa,69.0,chinois,Masculin,3,Cadre superieur,90461.0
Ali,31.0,Espagnol,Masculin,1,Retraite,693781.0
Diop,79.0,Espagnol,Feminin,4,Fonctionaire,538372.0
Robert,69.0,anglais,Feminin,3,Fonctionaire,292000.0
Ali,66.0,Espagnol,Masculin,1,Fonctionaire,685532.0
Cisse,39.0,Allemand,Feminin,4,Cadre superieur,122226.0
Cisse,45.0,Russe,Masculin,7,Retraite,840026.0
Moussa,84.0,Espagnol,Feminin,2,Retraite,627120.0
Abakar,33.0,Espagnol,Masculin,7,Independant,356697.0
Moussa,79.0,francais,Masculin,7,Retraite,100924.0
Fatima,54.0,Russe,Feminin,2,Cadre superieur,840109.0
Abakar,59.0,francais,Feminin,7,Fonctionaire,295722.0
Haroun,64.0,Espagnol,Masculin,1,Cadre superieur,338065.0
James,39.0,chinois,Feminin,6,Retraite,543579.0
Haroun,45.0,arabe,Feminin,4,Cadre superieur,515512.0
Sherif,62.0,Russe,Masculin,4,Cadre superieur,745710.0
Cisse,51.0,francais,Masculin,0,Cadre superieur,795609.0
Rebeca,77.0,anglais,Masculin,4,Independant,322160.0
Fatima,43.0,arabe,Masculin,6,Retraite,745663.0
Rebeca,49.0,francais,Feminin,6,Fonctionaire,527152.0
Abakar,55.0,Russe,Feminin,1,Independant,887321.0
Yussef,45.0,Russe,Masculin,3,Independant,85412.0
Moussa,33.0,anglais,Masculin,6,Independant,169075.0
Fatima,67.0,chinois,Masculin,7,Fonctionaire,473816.0
Diop,37.0,Espagnol,Feminin,6,Retraite,302159.0
George,87.0,chinois,Feminin,4,Fonctionaire,872817.0
Haroun,80.0,Allemand,Feminin,5,Independant,702764.0
Moussa,96.0,Espagnol,Feminin,6,Retraite,574641.0
James,65.0,francais,Masculin,7,Cadre superieur,321398.0
Moussa,74.0,Allemand,Feminin,7,Cadre superieur,754849.0
Diop,35.0,chinois,Feminin,6,Retraite,589437.0
Robert,77.0,chinois,Feminin,3,Retraite,541628.0
Eric,52.0,anglais,Masculin,2,Retraite,884129.0
Yussef,88.0,Russe,Feminin,3,Independant,624980.0
Diop,29.0,anglais,Masculin,3,Independant,329932.0
Haroun,93.0,anglais,Masculin,5,Independant,632297.0
Cisse,65.0,chinois,Feminin,3,Cadre superieur,890622.0
Abakar,68.0,Russe,Masculin,3,Cadre superieur,117533.0
James,76.0,chinois,Masculin,5,Fonctionaire,713663.0
Abakar,62.0,francais,Feminin,7,Independant,786645.0
James,89.0,Espagnol,Feminin,1,Cadre superieur,507882.0
Yussef,40.0,Allemand,Masculin,7,Fonctionaire,424245.0
Diop,51.0,Espagnol,Feminin,2,Independant,150635.0
Cisse,51.0,Russe,Feminin,5,Fonctionaire,325007.0
Eric,74.0,anglais,Masculin,3,Cadre superieur,90321.0
Diop,60.0,Russe,Masculin,7,Retraite,192147.0
Eric,55.0,francais,Feminin,6,Independant,898234.0
Diop,55.0,Espagnol,Feminin,2,Independant,602558.0
Eric,89.0,francais,Masculin,1,Cadre superieur,330774.0
Eric,44.0,arabe,Feminin,3,Retraite,370248.0
Rebeca,76.0,anglais,Masculin,3,Independant,419327.0
Robert,28.0,Espagnol,Feminin,4,Independant,
Sherif,60.0,anglais,Masculin,6,Retraite,105282.0
Yussef,97.0,Allemand,Masculin,6,Cadre superieur,416539.0
Diop,68.0,arabe,Feminin,4,Cadre superieur,552713.0
James,85.0,francais,Feminin,2,Independant,892307.0
Abakar,74.0,francais,Masculin,2,Retraite,674575.0
Haroun,36.0,francais,Masculin,5,Retraite,450829.0
Haroun,73.0,Allemand,Feminin,1,Independant,771638.0
Haroun,44.0,Russe,Masculin,5,Retraite,126217.0
Yussef,67.0,Allemand,Masculin,2,Cadre superieur,536113.0
George,32.0,arabe,Feminin,4,Independant,682044.0
Abakar,68.0,Russe,Masculin,2,Independant,431720.0
Yussef,84.0,francais,Feminin,0,Retraite,134688.0
George,68.0,francais,Feminin,3,Cadre superieur,391461.0
Eric,58.0,arabe,Feminin,7,Fonctionaire,369107.0
Robert,46.0,Allemand,Feminin,1,Fonctionaire,398416.0
Ali,31.0,anglais,Masculin,3,Cadre superieur,260065.0
Fatima,52.0,chinois,Feminin,3,Independant,359174.0
Ali,56.0,Russe,Feminin,2,Retraite,734026.0
Rebeca,49.0,arabe,Masculin,5,Fonctionaire,91940.0
Sherif,46.0,Espagnol,Feminin,4,Cadre superieur,256866.0
Eric,62.0,Allemand,Feminin,4,Fonctionaire,685297.0
Ali,38.0,Russe,Feminin,4,Fonctionaire,175586.0
Cisse,86.0,arabe,Masculin,4,Cadre superieur,624188.0
James,71.0,anglais,Feminin,4,Fonctionaire,343337.0
Sherif,50.0,chinois,Masculin,0,Independant,450658.0
Rebeca,96.0,Russe,Masculin,3,Cadre superieur,791191.0
Abakar,40.0,chinois,Masculin,4,Fonctionaire,883749.0
Abakar,63.0,francais,Feminin,3,Fonctionaire,711973.0
Eric,64.0,arabe,Feminin,2,Fonctionaire,212855.0
Haroun,53.0,Allemand,Feminin,2,Fonctionaire,762934.0
Cisse,33.0,arabe,Feminin,3,Independant,131256.0
Eric,34.0,chinois,Feminin,6,Independant,588790.0
Rebeca,90.0,anglais,Masculin,1,Fonctionaire,756973.0
James,38.0,anglais,Masculin,5,Retraite,880576.0
Haroun,47.0,francais,Feminin,0,Cadre superieur,798305.0
Rebeca,49.0,Espagnol,Feminin,7,Retraite,805070.0
Diop,42.0,francais,Feminin,1,Independant,448593.0
Abakar,57.0,arabe,Feminin,2,Independant,318445.0
Abakar,40.0,arabe,Feminin,7,Fonctionaire,668339.0
Eric,80.0,Espagnol,Masculin,5,Retraite,413484.0
Fatima,84.0,Russe,Feminin,7,Fonctionaire,421732.0
Moussa,36.0,francais,Feminin,4,Independant,213082.0
James,84.0,Espagnol,Feminin,2,Retraite,343898.0
Yussef,53.0,francais,Feminin,0,Cadre superieur,754580.0
James,89.0,Russe,Feminin,2,Cadre superieur,814833.0
Diop,71.0,arabe,Masculin,4,Retraite,702084.0
Cisse,57.0,francais,Masculin,0,Independant,377276.0
George,68.0,Russe,Feminin,0,Independant,
Moussa,79.0,arabe,Feminin,0,Independant,97918.0
Haroun,38.0,Espagnol,Masculin,3,Retraite,115288.0
Abakar,28.0,anglais,Feminin,0,Retraite,104686.0
Robert,94.0,chinois,Feminin,0,Fonctionaire,748968.0
Rebeca,70.0,anglais,Feminin,3,Fonctionaire,711027.0
Sherif,68.0,chinois,Feminin,1,Cadre superieur,417228.0
Rebeca,48.0,francais,Feminin,2,Fonctionaire,648277.0
George,60.0,arabe,Masculin,7,Cadre superieur,752023.0
Fatima,71.0,arabe,Feminin,1,Cadre superieur,405684.0
James,44.0,arabe,Masculin,0,Cadre superieur,740570.0
Sherif,64.0,arabe,Feminin,2,Fonctionaire,534928.0
Ali,52.0,francais,Masculin,2,Cadre superieur,301998.0
Yussef,49.0,francais,Masculin,5,Retraite,128253.0
Diop,91.0,Espagnol,Feminin,2,Cadre superieur,
Cisse,63.0,Allemand,Masculin,4,Independant,300905.0
George,68.0,Russe,Masculin,7,Retraite,549852.0
Ali,62.0,Russe,Masculin,4,Retraite,753476.0
Eric,97.0,Espagnol,Masculin,5,Independant,181608.0
Sherif,53.0,arabe,Masculin,7,Independant,510761.0
George,39.0,francais,Masculin,1,Independant,454433.0
George,95.0,Espagnol,Feminin,4,Independant,87191.0
Robert,78.0,Espagnol,Masculin,4,Fonctionaire,673028.0
Sherif,64.0,chinois,Masculin,0,Retraite,638407.0
Diop,71.0,francais,Masculin,4,Independant,328318.0
Diop,63.0,arabe,Masculin,5,Fonctionaire,698919.0
Diop,70.0,Allemand,Feminin,6,Independant,583049.0
Haroun,41.0,arabe,Masculin,7,Independant,858917.0
Rebeca,34.0,chinois,Masculin,6,Independant,324649.0
Abakar,64.0,Allemand,Feminin,5,Fonctionaire,343131.0
James,33.0,francais,Masculin,4,Cadre superieur,339044.0
Fatima,93.0,Espagnol,Feminin,3,Fonctionaire,794940.0
Abakar,79.0,anglais,Feminin,4,Retraite,507089.0
James,57.0,Allemand,Feminin,7,Fonctionaire,874118.0
Robert,49.0,Espagnol,Feminin,2,Retraite,216430.0
George,53.0,anglais,Feminin,0,Cadre superieur,638654.0
Fatima,45.0,anglais,Masculin,2,Cadre superieur,261040.0
Haroun,86.0,Russe,Feminin,2,Independant,315347.0
Haroun,83.0,Russe,Feminin,7,Fonctionaire,228639.0
Ali,68.0,Espagnol,Feminin,4,Cadre superieur,697711.0
Rebeca,64.0,francais,Masculin,6,Fonctionaire,596645.0
Rebeca,77.0,Espagnol,Feminin,5,Cadre superieur,519681.0
Robert,58.0,francais,Masculin,7,Fonctionaire,718082.0
James,63.0,arabe,Feminin,5,Retraite,753098.0
Abakar,82.0,Russe,Feminin,7,Cadre superieur,398325.0
Rebeca,93.0,francais,Masculin,1,Cadre superieur,713103.0
Yussef,29.0,anglais,Masculin,1,Retraite,738297.0
